marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acoplamento,geral__cambio,geral__codigo_do_cambio,geral__quantidade_de_marchas,geral__tracao,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__torque_especifico,geral__torque_maximo,geral__tuchos,geral__valvulas_por_cilindro,geral__altura,geral__carga_util,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__assistencia,geral__diametro_minimo_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__altura_minima_do_solo,geral__acionam_do_comando,geral__cilindrada_unitaria,geral__deslocamento,geral__regime_potencia_max,geral__regime_torque_max,geral__viscosidade_do_oleo,geral__marchas,geral__bitola_dianteira,geral__bitola_traseira,geral__cacamba,geral__diametro_de_giro,geral__potencia,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__torque,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__rotacao_maxima,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coeficiente_de_arrasto_cx,geral__coef_de_arrasto_cx,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__variacao_do_comando,geral__estepe,geral__autonomia,geral__capacidade_da_bateria,geral__consumo_eletrico,geral__reboque_sem_freio,geral__angulo_central,geral__angulo_de_entrada,geral__angulo_de_saida,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__reboque_com_freio,geral__travessia_de_agua,geral__inclinacao_lateral_max,geral__rampa_maxima
fiat,Idea,idea,idea-attractive-1-4-8v-2012,idea-attractive-1-4-8v-2012,https://www.fichacompleta.com.br/carros/fiat/idea-attractive-1-4-8v-2012,2026-06-15T13:01:28.524207,Fiat Idea Attractive 1.4 8V 2012,"14,6 s",160 km/h,Embreagem monodisco a seco,Manual,C513,5,Dianteira,Injeção multiponto,Natural,1368 cm³,4 em linha,Fire,Único no cabeçote,84 mm,72 mm,Transversal,Dianteiro,"14,8 kg/cv","96,5 kg/kgfm","59,2 cv/litro",81 cv (A) 80 cv (G) a 5500 rpm,"10,35:1","9,1 kgfm/litro","12,4 kgfm (A) 12,2 kgfm (G) a 2250 rpm",Mecânicos,2,1701 mm,400 kg,3955 mm,2511 mm,1698 mm,1197 kg,380 litros,48 litros,117 mm,Disco ventilado,Tambor,Hidráulica,"10,5 m","Independente, McPherson",Mola helicoidal,Eixo de torção,504 km,456 km,"10,5 km/l","9,5 km/l",170 mm,,,,,,,,1451 mm,1440 mm,,,,,,,350 km,312 km,"7,3 km/l","6,5 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiat,Idea,idea,idea-essence-1-6-16v-2012,idea-essence-1-6-16v-2012,https://www.fichacompleta.com.br/carros/fiat/idea-essence-1-6-16v-2012,2026-06-15T13:01:31.541455,Fiat Idea Essence 1.6 16V 2012,"10,7 s",179 km/h,Embreagem monodisco a seco,Manual,C510,5,Dianteira,Injeção multiponto,Natural,1598 cm³,4 em linha,E.torQ,"Único no cabeçote, corrente","85,8 mm",77 mm,Transversal,Dianteiro,"10,8 kg/cv","75,0 kg/kgfm","73,2 cv/litro",117 cv (A) 115 cv (G) a 5500 rpm,"10,5:1","10,5 kgfm/litro","16,8 kgfm (A) 16,2 kgfm (G) a 4500 rpm",Hidráulicos,4,1701 mm,400 kg,3955 mm,2511 mm,1698 mm,1260 kg,380 litros,48 litros,117 mm,Disco ventilado,Tambor,Hidráulica,"10,5 m","Independente, McPherson",Mola helicoidal,Eixo de torção,494 km,442 km,"10,3 km/l","9,2 km/l",160 mm,,,,,,,,1451 mm,1440 mm,,,,,,,341 km,302 km,"7,1 km/l","6,3 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiat,Idea,idea,idea-essence-1-6-16v-dualogic-2012,idea-essence-1-6-16v-dualogic-2012,https://www.fichacompleta.com.br/carros/fiat/idea-essence-1-6-16v-dualogic-2012,2026-06-15T13:01:36.225077,Fiat Idea Essence 1.6 16V Dualogic 2012,"10,7 s",179 km/h,Embreagem monodisco a seco,Automatizado,C510,5,Dianteira,Injeção multiponto,Natural,1598 cm³,4 em linha,E.torQ,"Único no cabeçote, corrente","85,8 mm",77 mm,Transversal,Dianteiro,"10,8 kg/cv","75,3 kg/kgfm","73,2 cv/litro",117 cv (A) 115 cv (G) a 5500 rpm,"10,5:1","10,5 kgfm/litro","16,8 kgfm (A) 16,2 kgfm (G) a 4500 rpm",Hidráulicos,4,1701 mm,400 kg,3955 mm,2511 mm,1698 mm,1265 kg,380 litros,48 litros,117 mm,Disco ventilado,Tambor,Hidráulica,"10,5 m","Independente, McPherson",Mola helicoidal,Eixo de torção,494 km,442 km,"10,3 km/l","9,2 km/l",160 mm,,,,,,,,1451 mm,1440 mm,,,,,,,341 km,302 km,"7,1 km/l","6,3 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiat,Idea,idea,idea-adventure-1-8-16v-2013,idea-adventure-1-8-16v-2013,https://www.fichacompleta.com.br/carros/fiat/idea-adventure-1-8-16v-2013,2026-06-15T13:01:40.506774,Fiat Idea Adventure 1.8 16V 2013,"10,8 s",180 km/h,Embreagem monodisco a seco,Manual,C510,5,Dianteira,Injeção multiponto,Natural,1747 cm³,4 em linha,E.torQ,"Único no cabeçote, corrente","85,8 mm","80,5 mm",Transversal,Dianteiro,"10,0 kg/cv","70,1 kg/kgfm","75,6 cv/litro",132 cv (A) 130 cv (G) a 5250 rpm,"11,2:1","10,8 kgfm/litro","18,9 kgfm (A) 18,4 kgfm (G) a 4500 rpm",Hidráulicos,4,1814 mm,400 kg,4207 mm,2511 mm,1753 mm,1325 kg,380 litros,48 litros,144 mm,Disco ventilado,Tambor,Hidráulica,"10,5 m","Independente, McPherson",Mola helicoidal,Eixo de torção,475 km,422 km,"9,9 km/l","8,8 km/l",185 mm,,,,,,,,1469 mm,1451 mm,,,,,,,322 km,283 km,"6,7 km/l","5,9 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiat,Idea,idea,idea-adventure-1-8-16v-dualogic-2013,idea-adventure-1-8-16v-dualogic-2013,https://www.fichacompleta.com.br/carros/fiat/idea-adventure-1-8-16v-dualogic-2013,2026-06-15T13:01:44.254141,Fiat Idea Adventure 1.8 16V Dualogic 2013,"10,8 s",180 km/h,Embreagem monodisco a seco,Automatizado,C510,5,Dianteira,Injeção multiponto,Natural,1747 cm³,4 em linha,E.torQ,"Único no cabeçote, corrente","85,8 mm","80,5 mm",Transversal,Dianteiro,"10,1 kg/cv","70,4 kg/kgfm","75,6 cv/litro",132 cv (A) 130 cv (G) a 5250 rpm,"11,2:1","10,8 kgfm/litro","18,9 kgfm (A) 18,4 kgfm (G) a 4500 rpm",Hidráulicos,4,1814 mm,400 kg,4207 mm,2511 mm,1753 mm,1330 kg,380 litros,48 litros,144 mm,Disco ventilado,Tambor,Hidráulica,"10,5 m","Independente, McPherson",Mola helicoidal,Eixo de torção,475 km,422 km,"9,9 km/l","8,8 km/l",185 mm,,,,,,,,1469 mm,1451 mm,,,,,,,322 km,283 km,"6,7 km/l","5,9 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiat,Idea,idea,idea-attractive-1-4-8v-2013,idea-attractive-1-4-8v-2013,https://www.fichacompleta.com.br/carros/fiat/idea-attractive-1-4-8v-2013,2026-06-15T13:01:47.906893,Fiat Idea Attractive 1.4 8V 2013,"14,6 s",160 km/h,Embreagem monodisco a seco,Manual,C513,5,Dianteira,Injeção multiponto,Natural,1368 cm³,4 em linha,Fire,Único no cabeçote,84 mm,72 mm,Transversal,Dianteiro,"14,8 kg/cv","96,5 kg/kgfm","59,2 cv/litro",81 cv (A) 80 cv (G) a 5500 rpm,"10,35:1","9,1 kgfm/litro","12,4 kgfm (A) 12,2 kgfm (G) a 2250 rpm",Mecânicos,2,1701 mm,400 kg,3955 mm,2511 mm,1698 mm,1197 kg,380 litros,48 litros,117 mm,Disco ventilado,Tambor,Hidráulica,"10,5 m","Indep., McPherson",Mola helicoidal,Eixo de torção,504 km,456 km,"10,5 km/l","9,5 km/l",170 mm,,,,,,,5,1451 mm,1440 mm,,"10,5 m",,5500 rpm,2250 rpm,,350 km,312 km,"7,3 km/l","6,5 km/l",,,,,,,,81 cv,80 cv,"12,4 kgfm","12,2 kgfm",,,,,,,,,,,,,,,,,,,,,,,,,
fiat,Idea,idea,idea-essence-1-6-16v-2013,idea-essence-1-6-16v-2013,https://www.fichacompleta.com.br/carros/fiat/idea-essence-1-6-16v-2013,2026-06-15T13:01:51.879544,Fiat Idea Essence 1.6 16V 2013,"10,7 s",179 km/h,Embreagem monodisco a seco,Manual,C510,5,Dianteira,Injeção multiponto,Natural,1598 cm³,4 em linha,E.torQ,"Único no cabeçote, corrente","85,8 mm",77 mm,Transversal,Dianteiro,"10,8 kg/cv","75,0 kg/kgfm","73,2 cv/litro",117 cv (A) 115 cv (G) a 5500 rpm,"10,5:1","10,5 kgfm/litro","16,8 kgfm (A) 16,2 kgfm (G) a 4500 rpm",Hidráulicos,4,1701 mm,400 kg,3955 mm,2511 mm,1698 mm,1260 kg,380 litros,48 litros,117 mm,Disco ventilado,Tambor,Hidráulica,"10,5 m","Independente, McPherson",Mola helicoidal,Eixo de torção,494 km,442 km,"10,3 km/l","9,2 km/l",160 mm,,,,,,,,1451 mm,1440 mm,,,,,,,341 km,302 km,"7,1 km/l","6,3 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiat,Idea,idea,idea-essence-1-6-16v-dualogic-2013,idea-essence-1-6-16v-dualogic-2013,https://www.fichacompleta.com.br/carros/fiat/idea-essence-1-6-16v-dualogic-2013,2026-06-15T13:01:54.679316,Fiat Idea Essence 1.6 16V Dualogic 2013,"10,7 s",179 km/h,Embreagem monodisco a seco,Automatizado,C510,5,Dianteira,Injeção multiponto,Natural,1598 cm³,4 em linha,E.torQ,"Único no cabeçote, corrente","85,8 mm",77 mm,Transversal,Dianteiro,"10,8 kg/cv","75,3 kg/kgfm","73,2 cv/litro",117 cv (A) 115 cv (G) a 5500 rpm,"10,5:1","10,5 kgfm/litro","16,8 kgfm (A) 16,2 kgfm (G) a 4500 rpm",Hidráulicos,4,1701 mm,400 kg,3955 mm,2511 mm,1698 mm,1265 kg,380 litros,48 litros,117 mm,Disco ventilado,Tambor,Hidráulica,"10,5 m","Independente, McPherson",Mola helicoidal,Eixo de torção,494 km,442 km,"10,3 km/l","9,2 km/l",160 mm,,,,,,,,1451 mm,1440 mm,,,,,,,341 km,302 km,"7,1 km/l","6,3 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiat,Idea,idea,idea-adventure-1-8-16v-2014,idea-adventure-1-8-16v-2014,https://www.fichacompleta.com.br/carros/fiat/idea-adventure-1-8-16v-2014,2026-06-15T13:01:58.776560,Fiat Idea Adventure 1.8 16V 2014,"10,8 s",180 km/h,Embreagem monodisco a seco,Manual,C510,5,Dianteira,Injeção multiponto,Natural,1747 cm³,4 em linha,E.torQ,Único no cabeçote,"85,8 mm","80,5 mm",Transversal,Dianteiro,"10,0 kg/cv","70,1 kg/kgfm","75,6 cv/litro",132 cv (A) 130 cv (G) a 5250 rpm,"11,2:1","10,8 kgfm/litro","18,9 kgfm (A) 18,4 kgfm (G) a 4500 rpm",Hidráulicos,4,1814 mm,400 kg,4207 mm,2511 mm,1753 mm,1325 kg,380 litros,48 litros,144 mm,Disco ventilado,Tambor,Hidráulica,"10,5 m","Indep., McPherson",Mola helicoidal,Eixo de torção,475 km,422 km,"9,9 km/l","8,8 km/l",185 mm,Corrente,,,,,,5,1469 mm,1451 mm,,"10,5 m",,5250 rpm,4500 rpm,,322 km,283 km,"6,7 km/l","5,9 km/l",,,,,,,,132 cv,130 cv,"18,9 kgfm","18,4 kgfm",,,,,,,,,,,,,,,,,,,,,,,,,
fiat,Idea,idea,idea-adventure-1-8-16v-dualogic-2014,idea-adventure-1-8-16v-dualogic-2014,https://www.fichacompleta.com.br/carros/fiat/idea-adventure-1-8-16v-dualogic-2014,2026-06-15T13:02:01.835280,Fiat Idea Adventure 1.8 16V Dualogic 2014,"10,8 s",180 km/h,Embreagem monodisco a seco,Automatizado,C510,5,Dianteira,Injeção multiponto,Natural,1747 cm³,4 em linha,E.torQ,"Único no cabeçote, corrente","85,8 mm","80,5 mm",Transversal,Dianteiro,"10,1 kg/cv","70,4 kg/kgfm","75,6 cv/litro",132 cv (A) 130 cv (G) a 5250 rpm,"11,2:1","10,8 kgfm/litro","18,9 kgfm (A) 18,4 kgfm (G) a 4500 rpm",Hidráulicos,4,1814 mm,400 kg,4207 mm,2511 mm,1753 mm,1330 kg,380 litros,48 litros,144 mm,Disco ventilado,Tambor,Hidráulica,"10,5 m","Independente, McPherson",Mola helicoidal,Eixo de torção,485 km,422 km,"10,1 km/l","8,8 km/l",185 mm,,,,,,,,1469 mm,1451 mm,,,,,,,322 km,283 km,"6,7 km/l","5,9 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiat,Idea,idea,idea-attractive-1-4-8v-2014,idea-attractive-1-4-8v-2014,https://www.fichacompleta.com.br/carros/fiat/idea-attractive-1-4-8v-2014,2026-06-15T13:02:05.876881,Fiat Idea Attractive 1.4 8V 2014,"14,6 s",160 km/h,Embreagem monodisco a seco,Manual,C513,5,Dianteira,Injeção multiponto,Natural,1368 cm³,4 em linha,Fire,Único no cabeçote,84 mm,72 mm,Transversal,Dianteiro,"14,8 kg/cv","96,5 kg/kgfm","59,2 cv/litro",81 cv (A) 80 cv (G) a 5500 rpm,"10,35:1","9,1 kgfm/litro","12,4 kgfm (A) 12,2 kgfm (G) a 2250 rpm",Mecânicos,2,1701 mm,400 kg,3955 mm,2511 mm,1698 mm,1197 kg,380 litros,48 litros,117 mm,Disco ventilado,Tambor,Hidráulica,"10,5 m","Indep., McPherson",Mola helicoidal,Eixo de torção,504 km,456 km,"10,5 km/l","9,5 km/l",170 mm,,,,,,,5,1451 mm,1440 mm,,"10,5 m",,5500 rpm,2250 rpm,,350 km,312 km,"7,3 km/l","6,5 km/l",,,,,,,,81 cv,80 cv,"12,4 kgfm","12,2 kgfm",,,,,,,,,,,,,,,,,,,,,,,,,
fiat,Idea,idea,idea-essence-1-6-16v-2014,idea-essence-1-6-16v-2014,https://www.fichacompleta.com.br/carros/fiat/idea-essence-1-6-16v-2014,2026-06-15T13:02:09.322320,Fiat Idea Essence 1.6 16V 2014,"10,7 s",179 km/h,Embreagem monodisco a seco,Manual,C510,5,Dianteira,Injeção multiponto,Natural,1598 cm³,4 em linha,E.torQ,Único no cabeçote,"85,8 mm",77 mm,Transversal,Dianteiro,"10,8 kg/cv","75,0 kg/kgfm","73,2 cv/litro",117 cv (A) 115 cv (G) a 5500 rpm,"10,5:1","10,5 kgfm/litro","16,8 kgfm (A) 16,2 kgfm (G) a 4500 rpm",Hidráulicos,4,1701 mm,400 kg,3955 mm,2511 mm,1698 mm,1260 kg,380 litros,48 litros,117 mm,Disco ventilado,Tambor,Hidráulica,"10,5 m","Indep., McPherson",Mola helicoidal,Eixo de torção,552 km,470 km,"11,5 km/l","9,8 km/l",160 mm,Corrente,,,,,,5,1451 mm,1440 mm,,"10,5 m",,5500 rpm,4500 rpm,,384 km,326 km,8 km/l,"6,8 km/l",,,,,,,,117 cv,115 cv,"16,8 kgfm","16,2 kgfm",,,,,,,,,,,,,,,,,,,,,,,,,
fiat,Idea,idea,idea-essence-1-6-16v-dualogic-2014,idea-essence-1-6-16v-dualogic-2014,https://www.fichacompleta.com.br/carros/fiat/idea-essence-1-6-16v-dualogic-2014,2026-06-15T13:02:13.259843,Fiat Idea Essence 1.6 16V Dualogic 2014,"10,7 s",179 km/h,Embreagem monodisco a seco,Automatizado,C510,5,Dianteira,Injeção multiponto,Natural,1598 cm³,4 em linha,E.torQ,"Único no cabeçote, corrente","85,8 mm",77 mm,Transversal,Dianteiro,"10,8 kg/cv","75,3 kg/kgfm","73,2 cv/litro",117 cv (A) 115 cv (G) a 5500 rpm,"10,5:1","10,5 kgfm/litro","16,8 kgfm (A) 16,2 kgfm (G) a 4500 rpm",Hidráulicos,4,1701 mm,400 kg,3955 mm,2511 mm,1698 mm,1265 kg,380 litros,48 litros,117 mm,Disco ventilado,Tambor,Hidráulica,"10,5 m","Independente, McPherson",Mola helicoidal,Eixo de torção,552 km,470 km,"11,5 km/l","9,8 km/l",160 mm,,,,,,,,1451 mm,1440 mm,,,,,,,384 km,326 km,8 km/l,"6,8 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiat,Idea,idea,idea-sublime-1-6-16v-2014,idea-sublime-1-6-16v-2014,https://www.fichacompleta.com.br/carros/fiat/idea-sublime-1-6-16v-2014,2026-06-15T13:02:16.961310,Fiat Idea Sublime 1.6 16V 2014,"10,7 s",179 km/h,Embreagem monodisco a seco,Manual,C510,5,Dianteira,Injeção multiponto,Natural,1598 cm³,4 em linha,E.torQ,Único no cabeçote,"85,8 mm",77 mm,Transversal,Dianteiro,"10,8 kg/cv","75,0 kg/kgfm","73,2 cv/litro",117 cv (A) 115 cv (G) a 5500 rpm,"10,5:1","10,5 kgfm/litro","16,8 kgfm (A) 16,2 kgfm (G) a 4500 rpm",Hidráulicos,4,1701 mm,400 kg,3955 mm,2511 mm,1698 mm,1260 kg,380 litros,48 litros,117 mm,Disco ventilado,Tambor,Hidráulica,"10,5 m","Indep., McPherson",Mola helicoidal,Eixo de torção,552 km,470 km,"11,5 km/l","9,8 km/l",160 mm,Corrente,,,,,,5,1451 mm,1440 mm,,"10,5 m",,5500 rpm,4500 rpm,,384 km,326 km,8 km/l,"6,8 km/l",,,,,,,,117 cv,115 cv,"16,8 kgfm","16,2 kgfm",,,,,,,,,,,,,,,,,,,,,,,,,
fiat,Idea,idea,idea-sublime-1-6-16v-dualogic-2014,idea-sublime-1-6-16v-dualogic-2014,https://www.fichacompleta.com.br/carros/fiat/idea-sublime-1-6-16v-dualogic-2014,2026-06-15T13:02:19.574360,Fiat Idea Sublime 1.6 16V Dualogic 2014,"10,7 s",179 km/h,Embreagem monodisco a seco,Automatizado,C510,5,Dianteira,Injeção multiponto,Natural,1598 cm³,4 em linha,E.torQ,"Único no cabeçote, corrente","85,8 mm",77 mm,Transversal,Dianteiro,"10,8 kg/cv","75,3 kg/kgfm","73,2 cv/litro",117 cv (A) 115 cv (G) a 5500 rpm,"10,5:1","10,5 kgfm/litro","16,8 kgfm (A) 16,2 kgfm (G) a 4500 rpm",Hidráulicos,4,1701 mm,400 kg,3955 mm,2511 mm,1698 mm,1265 kg,380 litros,48 litros,117 mm,Disco ventilado,Tambor,Hidráulica,"10,5 m","Independente, McPherson",Mola helicoidal,Eixo de torção,552 km,470 km,"11,5 km/l","9,8 km/l",160 mm,,,,,,,,1451 mm,1440 mm,,,,,,,384 km,326 km,8 km/l,"6,8 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiat,Idea,idea,idea-adventure-1-8-16v-2015,idea-adventure-1-8-16v-2015,https://www.fichacompleta.com.br/carros/fiat/idea-adventure-1-8-16v-2015,2026-06-15T13:02:24.058096,Fiat Idea Adventure 1.8 16V 2015,"10,8 s",180 km/h,Embreagem monodisco a seco,Manual,C510,5,Dianteira,Injeção multiponto,Natural,1747 cm³,4 em linha,E.torQ,"Único no cabeçote, corrente","85,8 mm","80,5 mm",Transversal,Dianteiro,"10,0 kg/cv","70,1 kg/kgfm","75,6 cv/litro",132 cv (A) 130 cv (G) a 5250 rpm,"11,2:1","10,8 kgfm/litro","18,9 kgfm (A) 18,4 kgfm (G) a 4500 rpm",Hidráulicos,4,1814 mm,400 kg,4207 mm,2511 mm,1753 mm,1325 kg,380 litros,48 litros,144 mm,Disco ventilado,Tambor,Hidráulica,"10,5 m","Independente, McPherson",Mola helicoidal,Eixo de torção,475 km,422 km,"9,9 km/l","8,8 km/l",185 mm,,,,,,,,1469 mm,1451 mm,,,,,,,322 km,283 km,"6,7 km/l","5,9 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiat,Idea,idea,idea-adventure-1-8-16v-dualogic-2015,idea-adventure-1-8-16v-dualogic-2015,https://www.fichacompleta.com.br/carros/fiat/idea-adventure-1-8-16v-dualogic-2015,2026-06-15T13:02:26.807992,Fiat Idea Adventure 1.8 16V Dualogic 2015,"10,8 s",180 km/h,Embreagem monodisco a seco,Automatizado,C510,5,Dianteira,Injeção multiponto,Natural,1747 cm³,4 em linha,E.torQ,"Único no cabeçote, corrente","85,8 mm","80,5 mm",Transversal,Dianteiro,"10,1 kg/cv","70,4 kg/kgfm","75,6 cv/litro",132 cv (A) 130 cv (G) a 5250 rpm,"11,2:1","10,8 kgfm/litro","18,9 kgfm (A) 18,4 kgfm (G) a 4500 rpm",Hidráulicos,4,1814 mm,400 kg,4207 mm,2511 mm,1753 mm,1330 kg,380 litros,48 litros,144 mm,Disco ventilado,Tambor,Hidráulica,"10,5 m","Independente, McPherson",Mola helicoidal,Eixo de torção,480 km,427 km,10 km/l,"8,9 km/l",185 mm,,,,,,,,1469 mm,1451 mm,,,,,,,317 km,278 km,"6,6 km/l","5,8 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiat,Idea,idea,idea-attractive-1-4-8v-2015,idea-attractive-1-4-8v-2015,https://www.fichacompleta.com.br/carros/fiat/idea-attractive-1-4-8v-2015,2026-06-15T13:02:30.155692,Fiat Idea Attractive 1.4 8V 2015,"14,6 s",160 km/h,Embreagem monodisco a seco,Manual,C513,5,Dianteira,Injeção multiponto,Natural,1368 cm³,4 em linha,Fire,Único no cabeçote,84 mm,72 mm,Transversal,Dianteiro,"14,8 kg/cv","96,5 kg/kgfm","59,2 cv/litro",81 cv (A) 80 cv (G) a 5500 rpm,"10,35:1","9,1 kgfm/litro","12,4 kgfm (A) 12,2 kgfm (G) a 2250 rpm",Mecânicos,2,1701 mm,400 kg,3955 mm,2511 mm,1698 mm,1197 kg,380 litros,48 litros,117 mm,Disco ventilado,Tambor,Hidráulica,"10,5 m","Independente, McPherson",Mola helicoidal,Eixo de torção,504 km,456 km,"10,5 km/l","9,5 km/l",170 mm,,,,,,,,1451 mm,1440 mm,,,,,,,350 km,312 km,"7,3 km/l","6,5 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiat,Idea,idea,idea-essence-1-6-16v-2015,idea-essence-1-6-16v-2015,https://www.fichacompleta.com.br/carros/fiat/idea-essence-1-6-16v-2015,2026-06-15T13:02:33.286400,Fiat Idea Essence 1.6 16V 2015,"10,7 s",179 km/h,Embreagem monodisco a seco,Manual,C510,5,Dianteira,Injeção multiponto,Natural,1598 cm³,4 em linha,E.torQ,"Único no cabeçote, corrente","85,8 mm",77 mm,Transversal,Dianteiro,"10,8 kg/cv","75,0 kg/kgfm","73,2 cv/litro",117 cv (A) 115 cv (G) a 5500 rpm,"10,5:1","10,5 kgfm/litro","16,8 kgfm (A) 16,2 kgfm (G) a 4500 rpm",Hidráulicos,4,1701 mm,400 kg,3955 mm,2511 mm,1698 mm,1260 kg,380 litros,48 litros,117 mm,Disco ventilado,Tambor,Hidráulica,"10,5 m","Independente, McPherson",Mola helicoidal,Eixo de torção,552 km,470 km,"11,5 km/l","9,8 km/l",160 mm,,,,,,,,1451 mm,1440 mm,,,,,,,384 km,326 km,8 km/l,"6,8 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiat,Idea,idea,idea-essence-1-6-16v-dualogic-2015,idea-essence-1-6-16v-dualogic-2015,https://www.fichacompleta.com.br/carros/fiat/idea-essence-1-6-16v-dualogic-2015,2026-06-15T13:02:36.379818,Fiat Idea Essence 1.6 16V Dualogic 2015,"10,7 s",179 km/h,Embreagem monodisco a seco,Automatizado,C510,5,Dianteira,Injeção multiponto,Natural,1598 cm³,4 em linha,E.torQ,"Único no cabeçote, corrente","85,8 mm",77 mm,Transversal,Dianteiro,"10,8 kg/cv","75,3 kg/kgfm","73,2 cv/litro",117 cv (A) 115 cv (G) a 5500 rpm,"10,5:1","10,5 kgfm/litro","16,8 kgfm (A) 16,2 kgfm (G) a 4500 rpm",Hidráulicos,4,1701 mm,400 kg,3955 mm,2511 mm,1698 mm,1265 kg,380 litros,48 litros,117 mm,Disco ventilado,Tambor,Hidráulica,"10,5 m","Independente, McPherson",Mola helicoidal,Eixo de torção,566 km,480 km,"11,8 km/l",10 km/l,160 mm,,,,,,,,1451 mm,1440 mm,,,,,,,379 km,322 km,"7,9 km/l","6,7 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiat,Idea,idea,idea-sublime-1-6-16v-2015,idea-sublime-1-6-16v-2015,https://www.fichacompleta.com.br/carros/fiat/idea-sublime-1-6-16v-2015,2026-06-15T13:02:40.813565,Fiat Idea Sublime 1.6 16V 2015,"10,7 s",179 km/h,Embreagem monodisco a seco,Manual,C510,,Dianteira,Injeção multiponto,Natural,1598 cm³,4 em linha,E.torQ,Único no cabeçote,"85,8 mm",77 mm,Transversal,Dianteiro,"10,8 kg/cv","75,0 kg/kgfm","73,2 cv/litro",,"10,5:1","10,5 kgfm/litro",,Hidráulicos,4,1701 mm,400 kg,3955 mm,2511 mm,1698 mm,1260 kg,380 litros,48 litros,117 mm,Disco ventilado,Tambor,Hidráulica,,"Indep., McPherson",Mola helicoidal,Eixo de torção,552 km,470 km,"11,5 km/l","9,8 km/l",160 mm,Corrente,,,5500 rpm,4500 rpm,,5,1451 mm,1440 mm,,"10,5 m",,,,,384 km,326 km,8 km/l,"6,8 km/l",,,,,,,,117 cv,115 cv,"16,8 kgfm","16,2 kgfm",,,,,,,,,,,,,,,,,,,,,,,,,
